segment	position	coverage	sample
PB2	1219	435	04_BALF
PB2	1220	433	04_BALF
PB2	1221	431	04_BALF
PB2	1222	433	04_BALF
PB2	1223	427	04_BALF
PB2	1224	425	04_BALF
PB2	1225	420	04_BALF
PB2	1226	432	04_BALF
PB2	1227	437	04_BALF
PB2	1228	437	04_BALF
PB2	1229	438	04_BALF
PB2	1230	459	04_BALF
PB2	1231	460	04_BALF
PB2	1232	462	04_BALF
PB2	1233	459	04_BALF
PB2	1234	461	04_BALF
PB2	1235	460	04_BALF
PB2	1236	460	04_BALF
PB2	1237	458	04_BALF
PB2	1238	458	04_BALF
PB2	1239	445	04_BALF
PB2	1240	457	04_BALF
PB2	1241	461	04_BALF
PB2	1242	464	04_BALF
PB2	1243	476	04_BALF
PB2	1244	474	04_BALF
PB2	1245	488	04_BALF
PB2	1246	481	04_BALF
PB2	1247	478	04_BALF
PB2	1248	475	04_BALF
PB2	1249	465	04_BALF
PB2	1250	471	04_BALF
PB2	1251	470	04_BALF
PB2	1252	467	04_BALF
PB2	1253	467	04_BALF
PB2	1254	467	04_BALF
PB2	1255	469	04_BALF
PB2	1256	469	04_BALF
PB2	1257	470	04_BALF
PB2	1258	469	04_BALF
PB2	1259	469	04_BALF
PB2	1260	471	04_BALF
PB2	1261	471	04_BALF
PB2	1262	474	04_BALF
PB2	1263	477	04_BALF
PB2	1264	478	04_BALF
PB2	1265	475	04_BALF
PB2	1266	477	04_BALF
PB2	1267	470	04_BALF
PB2	1268	461	04_BALF
PB2	1269	472	04_BALF
PB2	1270	471	04_BALF
PB2	1271	473	04_BALF
PB2	1272	476	04_BALF
PB2	1273	478	04_BALF
PB2	1274	479	04_BALF
PB2	1275	476	04_BALF
PB2	1276	476	04_BALF
PB2	1277	479	04_BALF
PB2	1278	478	04_BALF
PB2	1279	482	04_BALF
PB2	1280	482	04_BALF
PB2	1281	491	04_BALF
PB2	1282	493	04_BALF
PB2	1283	493	04_BALF
PB2	1284	481	04_BALF
PB2	1285	487	04_BALF
PB2	1286	489	04_BALF
PB2	1287	489	04_BALF
PB2	1288	495	04_BALF
PB2	1289	490	04_BALF
PB2	1290	473	04_BALF
PB2	1291	473	04_BALF
PB2	1292	475	04_BALF
PB2	1293	476	04_BALF
PB2	1294	471	04_BALF
PB2	1295	480	04_BALF
PB2	1296	481	04_BALF
PB2	1297	478	04_BALF
PB2	1298	483	04_BALF
PB2	1299	477	04_BALF
PB2	1300	478	04_BALF
PB2	1301	485	04_BALF
PB2	1302	484	04_BALF
PB2	1303	485	04_BALF
PB2	1304	486	04_BALF
PB2	1305	486	04_BALF
PB2	1306	486	04_BALF
PB2	1307	483	04_BALF
PB2	1308	485	04_BALF
PB2	1309	477	04_BALF
PB2	1310	475	04_BALF
PB2	1311	492	04_BALF
PB2	1312	497	04_BALF
PB2	1313	497	04_BALF
PB2	1314	497	04_BALF
PB2	1315	497	04_BALF
PB2	1316	497	04_BALF
PB2	1317	495	04_BALF
PB2	1318	499	04_BALF
PB2	1319	499	04_BALF
PB2	1320	481	04_BALF
PB2	1321	473	04_BALF
PB2	1322	493	04_BALF
PB2	1323	491	04_BALF
PB2	1324	491	04_BALF
PB2	1325	492	04_BALF
PB2	1326	492	04_BALF
PB2	1327	485	04_BALF
PB2	1328	485	04_BALF
PB2	1329	480	04_BALF
PB2	1330	482	04_BALF
PB2	1331	473	04_BALF
PB2	1332	471	04_BALF
PB2	1333	469	04_BALF
PB2	1334	458	04_BALF
PB2	1335	462	04_BALF
PB2	1336	468	04_BALF
PB2	1337	468	04_BALF
PB2	1338	471	04_BALF
PB2	1339	470	04_BALF
PB2	1340	469	04_BALF
PB2	1341	468	04_BALF
PB2	1342	475	04_BALF
PB2	1343	476	04_BALF
PB2	1344	468	04_BALF
PB2	1345	465	04_BALF
PB2	1346	465	04_BALF
PB2	1347	462	04_BALF
PB2	1348	463	04_BALF
PB2	1349	468	04_BALF
PB2	1350	463	04_BALF
PB2	1351	465	04_BALF
PB2	1352	465	04_BALF
PB2	1353	459	04_BALF
PB2	1354	459	04_BALF
PB2	1355	455	04_BALF
PB2	1356	450	04_BALF
PB2	1357	443	04_BALF
PB2	1358	450	04_BALF
PB2	1359	446	04_BALF
PB2	1360	456	04_BALF
PB2	1361	456	04_BALF
PB2	1362	460	04_BALF
PB2	1363	460	04_BALF
PB2	1364	459	04_BALF
PB2	1365	452	04_BALF
PB2	1366	444	04_BALF
PB2	1367	440	04_BALF
PB2	1368	446	04_BALF
PB2	1369	439	04_BALF
PB2	1370	438	04_BALF
PB2	1371	433	04_BALF
PB2	1372	428	04_BALF
PB2	1373	428	04_BALF
PB2	1374	430	04_BALF
PB2	1375	431	04_BALF
PB2	1376	430	04_BALF
PB2	1377	421	04_BALF
PB2	1378	423	04_BALF
PB2	1379	423	04_BALF
PB2	1380	426	04_BALF
PB2	1381	412	04_BALF
PB2	1382	416	04_BALF
PB2	1383	415	04_BALF
PB2	1384	416	04_BALF
PB2	1385	457	04_BALF
PB2	1386	454	04_BALF
PB2	1387	468	04_BALF
PB2	1388	467	04_BALF
PB2	1389	468	04_BALF
PB2	1390	465	04_BALF
PB2	1391	460	04_BALF
PB2	1392	467	04_BALF
PB2	1393	477	04_BALF
PB2	1394	454	04_BALF
PB2	1395	438	04_BALF
PB2	1396	439	04_BALF
PB2	1397	448	04_BALF
PB2	1398	448	04_BALF
PB2	1399	457	04_BALF
PB2	1400	452	04_BALF
PB2	1401	448	04_BALF
PB2	1402	457	04_BALF
PB2	1403	466	04_BALF
PB2	1404	469	04_BALF
PB2	1405	470	04_BALF
PB2	1406	468	04_BALF
PB2	1407	468	04_BALF
PB2	1408	467	04_BALF
PB2	1409	475	04_BALF
PB2	1410	482	04_BALF
PB2	1411	478	04_BALF
PB2	1412	481	04_BALF
PB2	1413	478	04_BALF
PB2	1414	479	04_BALF
PB2	1415	481	04_BALF
PB2	1416	481	04_BALF
PB2	1417	478	04_BALF
PB2	1418	462	04_BALF
PB2	1419	471	04_BALF
PB2	1420	476	04_BALF
PB2	1421	486	04_BALF
PB2	1422	491	04_BALF
PB2	1423	488	04_BALF
PB2	1424	488	04_BALF
PB2	1425	487	04_BALF
PB2	1426	486	04_BALF
PB2	1427	493	04_BALF
PB2	1428	491	04_BALF
PB2	1429	492	04_BALF
PB2	1430	503	04_BALF
PB2	1431	500	04_BALF
PB2	1432	497	04_BALF
PB2	1433	500	04_BALF
PB2	1434	500	04_BALF
PB2	1435	499	04_BALF
PB2	1436	502	04_BALF
PB2	1437	510	04_BALF
PB2	1438	510	04_BALF
PB2	1439	498	04_BALF
PB2	1440	511	04_BALF
PB2	1441	510	04_BALF
PB2	1442	525	04_BALF
PB2	1443	528	04_BALF
PB2	1444	526	04_BALF
PB2	1445	534	04_BALF
PB2	1446	528	04_BALF
PB2	1447	526	04_BALF
PB2	1448	526	04_BALF
PB2	1449	520	04_BALF
PB2	1450	528	04_BALF
PB2	1451	525	04_BALF
PB2	1452	516	04_BALF
PB2	1453	514	04_BALF
PB2	1454	506	04_BALF
PB2	1455	504	04_BALF
PB2	1456	505	04_BALF
PB2	1457	506	04_BALF
PB2	1458	515	04_BALF
PB2	1459	516	04_BALF
PB2	1460	515	04_BALF
PB2	1461	515	04_BALF
PB2	1462	497	04_BALF
PB2	1463	496	04_BALF
PB2	1464	534	04_BALF
PB2	1465	539	04_BALF
PB2	1466	540	04_BALF
PB2	1467	539	04_BALF
PB2	1468	536	04_BALF
PB2	1469	540	04_BALF
PB2	1470	547	04_BALF
PB2	1471	555	04_BALF
PB2	1472	556	04_BALF
PB2	1473	523	04_BALF
PB2	1474	524	04_BALF
PB2	1475	528	04_BALF
PB2	1476	528	04_BALF
PB2	1477	535	04_BALF
PB2	1478	537	04_BALF
PB2	1479	538	04_BALF
PB2	1480	541	04_BALF
PB2	1481	546	04_BALF
PB2	1482	550	04_BALF
PB2	1483	560	04_BALF
PB2	1484	557	04_BALF
PB2	1485	563	04_BALF
PB2	1486	561	04_BALF
PB2	1487	559	04_BALF
PB2	1488	558	04_BALF
PB2	1489	551	04_BALF
PB2	1490	557	04_BALF
PB2	1491	557	04_BALF
PB2	1492	553	04_BALF
PB2	1493	555	04_BALF
PB2	1494	547	04_BALF
PB2	1495	549	04_BALF
PB2	1496	553	04_BALF
PB2	1497	552	04_BALF
PB2	1498	550	04_BALF
PB2	1499	547	04_BALF
PB2	1500	560	04_BALF
PB2	1501	562	04_BALF
PB2	1502	563	04_BALF
PB2	1503	564	04_BALF
PB2	1504	570	04_BALF
PB2	1505	570	04_BALF
PB2	1506	569	04_BALF
PB2	1507	569	04_BALF
PB2	1508	564	04_BALF
PB2	1509	543	04_BALF
PB2	1510	547	04_BALF
PB2	1511	550	04_BALF
PB2	1512	550	04_BALF
PB2	1513	548	04_BALF
PB2	1514	547	04_BALF
PB2	1515	551	04_BALF
PB2	1516	551	04_BALF
PB2	1517	551	04_BALF
PB2	1518	551	04_BALF
PB2	1519	549	04_BALF
PB2	1520	546	04_BALF
PB2	1521	544	04_BALF
PB2	1522	543	04_BALF
PB2	1523	544	04_BALF
PB2	1524	541	04_BALF
PB2	1525	541	04_BALF
PB2	1526	546	04_BALF
PB2	1527	547	04_BALF
PB2	1528	541	04_BALF
PB2	1529	564	04_BALF
PB2	1530	565	04_BALF
PB2	1531	571	04_BALF
PB2	1532	568	04_BALF
PB2	1533	565	04_BALF
PB2	1534	566	04_BALF
PB2	1535	562	04_BALF
PB2	1536	538	04_BALF
PB2	1537	523	04_BALF
PB2	1538	510	04_BALF
PB2	1539	516	04_BALF
PB2	1540	501	04_BALF
PB2	1541	533	04_BALF
PB2	1542	535	04_BALF
PB2	1543	538	04_BALF
PB2	1544	537	04_BALF
PB2	1545	538	04_BALF
PB2	1546	538	04_BALF
PB2	1547	538	04_BALF
PB2	1548	530	04_BALF
PB2	1549	530	04_BALF
PB2	1550	511	04_BALF
PB2	1551	521	04_BALF
PB2	1552	528	04_BALF
PB2	1553	518	04_BALF
PB2	1554	516	04_BALF
PB2	1555	513	04_BALF
PB2	1556	519	04_BALF
PB2	1557	520	04_BALF
PB2	1558	520	04_BALF
PB2	1559	527	04_BALF
PB2	1560	513	04_BALF
PB2	1561	522	04_BALF
PB2	1562	522	04_BALF
PB2	1563	517	04_BALF
PB2	1564	517	04_BALF
PB2	1565	504	04_BALF
PB2	1566	504	04_BALF
PB2	1567	505	04_BALF
PB2	1568	542	04_BALF
PB2	1569	543	04_BALF
PB2	1570	533	04_BALF
PB2	1571	526	04_BALF
PB2	1572	516	04_BALF
PB2	1573	515	04_BALF
PB2	1574	531	04_BALF
PB2	1575	528	04_BALF
PB2	1576	531	04_BALF
PB2	1577	515	04_BALF
PB2	1578	511	04_BALF
PB2	1579	512	04_BALF
PB2	1580	510	04_BALF
PB2	1581	504	04_BALF
PB2	1582	507	04_BALF
PB2	1583	504	04_BALF
PB2	1584	499	04_BALF
PB2	1585	501	04_BALF
PB2	1586	502	04_BALF
PB2	1587	503	04_BALF
PB2	1588	501	04_BALF
PB2	1589	504	04_BALF
PB2	1590	499	04_BALF
PB2	1591	494	04_BALF
PB2	1592	497	04_BALF
PB2	1593	490	04_BALF
PB2	1594	490	04_BALF
PB2	1595	483	04_BALF
PB2	1596	480	04_BALF
PB2	1597	478	04_BALF
PB2	1598	477	04_BALF
PB2	1599	475	04_BALF
PB2	1600	498	04_BALF
PB2	1601	490	04_BALF
PB2	1602	490	04_BALF
PB2	1603	500	04_BALF
PB2	1604	502	04_BALF
PB2	1605	501	04_BALF
PB2	1606	509	04_BALF
PB2	1607	508	04_BALF
PB2	1608	516	04_BALF
PB2	1609	508	04_BALF
PB2	1610	512	04_BALF
PB2	1611	527	04_BALF
PB2	1612	525	04_BALF
PB2	1613	517	04_BALF
PB2	1614	487	04_BALF
PB2	1615	495	04_BALF
PB2	1616	493	04_BALF
PB2	1617	515	04_BALF
PB2	1618	507	04_BALF
PB2	1619	502	04_BALF
PB2	1620	498	04_BALF
PB2	1621	501	04_BALF
PB2	1622	502	04_BALF
PB2	1623	504	04_BALF
PB2	1624	505	04_BALF
PB2	1625	502	04_BALF
PB2	1626	503	04_BALF
PB2	1627	508	04_BALF
PB2	1628	513	04_BALF
PB2	1629	507	04_BALF
PB2	1630	506	04_BALF
PB2	1631	503	04_BALF
PB2	1632	492	04_BALF
PB2	1633	498	04_BALF
PB2	1634	496	04_BALF
PB2	1635	496	04_BALF
PB2	1636	489	04_BALF
PB2	1637	483	04_BALF
PB2	1638	501	04_BALF
PB2	1639	503	04_BALF
PB2	1640	504	04_BALF
PB2	1641	498	04_BALF
PB2	1642	493	04_BALF
PB2	1643	494	04_BALF
PB2	1644	492	04_BALF
PB2	1645	496	04_BALF
PB2	1646	510	04_BALF
PB2	1647	502	04_BALF
PB2	1648	506	04_BALF
PB2	1649	506	04_BALF
PB2	1650	511	04_BALF
PB2	1651	513	04_BALF
PB2	1652	510	04_BALF
PB2	1653	512	04_BALF
PB2	1654	514	04_BALF
PB2	1655	495	04_BALF
PB2	1656	504	04_BALF
PB2	1657	500	04_BALF
PB2	1658	500	04_BALF
PB2	1659	504	04_BALF
PB2	1660	502	04_BALF
PB2	1661	500	04_BALF
PB2	1662	500	04_BALF
PB2	1663	500	04_BALF
PB2	1664	501	04_BALF
PB2	1665	495	04_BALF
PB2	1666	492	04_BALF
PB2	1667	490	04_BALF
PB2	1668	488	04_BALF
PB2	1669	487	04_BALF
PB2	1670	488	04_BALF
PB2	1671	488	04_BALF
PB2	1672	488	04_BALF
PB2	1673	490	04_BALF
PB2	1674	493	04_BALF
PB2	1675	496	04_BALF
PB2	1676	487	04_BALF
PB2	1677	482	04_BALF
PB2	1678	486	04_BALF
PB2	1679	486	04_BALF
PB2	1680	486	04_BALF
PB2	1681	488	04_BALF
PB2	1682	482	04_BALF
PB2	1683	485	04_BALF
PB2	1684	490	04_BALF
PB2	1685	495	04_BALF
PB2	1686	494	04_BALF
PB2	1687	486	04_BALF
PB2	1688	484	04_BALF
PB2	1689	485	04_BALF
PB2	1690	484	04_BALF
PB2	1691	486	04_BALF
PB2	1692	487	04_BALF
PB2	1693	484	04_BALF
PB2	1694	484	04_BALF
PB2	1695	489	04_BALF
PB2	1696	489	04_BALF
PB2	1697	489	04_BALF
PB2	1698	492	04_BALF
PB2	1699	494	04_BALF
PB2	1700	494	04_BALF
PB2	1701	488	04_BALF
PB2	1702	477	04_BALF
PB2	1703	486	04_BALF
PB2	1704	485	04_BALF
PB2	1705	487	04_BALF
PB2	1706	484	04_BALF
PB2	1707	483	04_BALF
PB2	1708	521	04_BALF
PB2	1709	521	04_BALF
PB2	1710	522	04_BALF
PB2	1711	541	04_BALF
PB2	1712	531	04_BALF
PB2	1713	533	04_BALF
PB2	1714	531	04_BALF
PB2	1715	527	04_BALF
PB2	1716	529	04_BALF
PB2	1717	479	04_BALF
PB2	1718	476	04_BALF
PB2	1719	469	04_BALF
PB2	1720	462	04_BALF
PB2	1721	466	04_BALF
PB2	1722	456	04_BALF
PB2	1723	456	04_BALF
PB2	1724	456	04_BALF
PB2	1725	450	04_BALF
PB2	1726	452	04_BALF
PB2	1727	461	04_BALF
PB2	1728	462	04_BALF
PB2	1729	467	04_BALF
PB2	1730	466	04_BALF
PB2	1731	467	04_BALF
PB2	1732	464	04_BALF
PB2	1733	469	04_BALF
PB2	1734	469	04_BALF
PB2	1735	469	04_BALF
PB2	1736	468	04_BALF
PB2	1737	480	04_BALF
PB2	1738	479	04_BALF
PB2	1739	486	04_BALF
PB2	1740	486	04_BALF
PB2	1741	485	04_BALF
PB2	1742	485	04_BALF
PB2	1743	483	04_BALF
PB2	1744	502	04_BALF
PB2	1745	516	04_BALF
PB2	1746	511	04_BALF
PB2	1747	517	04_BALF
PB2	1748	518	04_BALF
PB2	1749	521	04_BALF
PB2	1750	522	04_BALF
PB2	1751	513	04_BALF
PB2	1752	537	04_BALF
PB2	1753	536	04_BALF
PB2	1754	514	04_BALF
PB2	1755	514	04_BALF
PB2	1756	504	04_BALF
PB2	1757	502	04_BALF
PB2	1758	502	04_BALF
PB2	1759	497	04_BALF
PB2	1760	492	04_BALF
PB2	1761	475	04_BALF
PB2	1762	478	04_BALF
PB2	1763	481	04_BALF
PB2	1764	479	04_BALF
PB2	1765	478	04_BALF
PB2	1766	478	04_BALF
PB2	1767	477	04_BALF
PB2	1768	492	04_BALF
PB2	1769	502	04_BALF
PB2	1770	498	04_BALF
PB2	1771	496	04_BALF
PB2	1772	494	04_BALF
PB2	1773	505	04_BALF
PB2	1774	506	04_BALF
PB2	1775	501	04_BALF
PB2	1776	502	04_BALF
PB2	1777	478	04_BALF
PB2	1778	474	04_BALF
PB2	1779	474	04_BALF
PB2	1780	475	04_BALF
PB2	1781	476	04_BALF
PB2	1782	474	04_BALF
PB2	1783	479	04_BALF
PB2	1784	477	04_BALF
PB2	1785	478	04_BALF
PB2	1786	478	04_BALF
PB2	1787	477	04_BALF
PB2	1788	476	04_BALF
PB2	1789	473	04_BALF
PB2	1790	475	04_BALF
PB2	1791	473	04_BALF
PB2	1792	477	04_BALF
PB2	1793	482	04_BALF
PB2	1794	479	04_BALF
PB2	1795	483	04_BALF
PB2	1796	476	04_BALF
PB2	1797	485	04_BALF
PB2	1798	485	04_BALF
PB2	1799	489	04_BALF
PB2	1800	486	04_BALF
PB2	1801	476	04_BALF
PB2	1802	471	04_BALF
PB2	1803	470	04_BALF
PB2	1804	462	04_BALF
PB2	1805	461	04_BALF
PB2	1806	457	04_BALF
PB2	1807	455	04_BALF
PB2	1808	464	04_BALF
PB2	1809	464	04_BALF
PB2	1810	459	04_BALF
PB2	1811	462	04_BALF
PB2	1812	463	04_BALF
PB2	1813	463	04_BALF
PB2	1814	463	04_BALF
PB2	1815	462	04_BALF
PB2	1816	472	04_BALF
PB2	1817	476	04_BALF
PB2	1818	479	04_BALF
PB2	1819	476	04_BALF
PB2	1820	476	04_BALF
PB2	1821	476	04_BALF
PB2	1822	484	04_BALF
PB2	1823	491	04_BALF
PB2	1824	488	04_BALF
PB2	1825	483	04_BALF
PB2	1826	487	04_BALF
PB2	1827	489	04_BALF
PB2	1828	489	04_BALF
PB2	1829	488	04_BALF
PB2	1830	489	04_BALF
PB2	1831	487	04_BALF
PB2	1832	495	04_BALF
PB2	1833	494	04_BALF
PB2	1834	488	04_BALF
PB2	1835	483	04_BALF
PB2	1836	459	04_BALF
PB2	1837	462	04_BALF
PB2	1838	462	04_BALF
PB2	1839	461	04_BALF
PB2	1840	461	04_BALF
PB2	1841	462	04_BALF
PB2	1842	462	04_BALF
PB2	1843	454	04_BALF
PB2	1844	468	04_BALF
PB2	1845	469	04_BALF
PB2	1846	464	04_BALF
PB2	1847	466	04_BALF
PB2	1848	479	04_BALF
PB2	1849	486	04_BALF
PB2	1850	487	04_BALF
PB2	1851	487	04_BALF
PB2	1852	481	04_BALF
PB2	1853	472	04_BALF
PB2	1854	469	04_BALF
PB2	1855	467	04_BALF
PB2	1856	466	04_BALF
PB2	1857	471	04_BALF
PB2	1858	457	04_BALF
PB2	1859	457	04_BALF
PB2	1860	457	04_BALF
PB2	1861	450	04_BALF
PB2	1862	441	04_BALF
PB2	1863	442	04_BALF
PB2	1864	441	04_BALF
PB2	1865	441	04_BALF
PB2	1866	440	04_BALF
PB2	1867	437	04_BALF
PB2	1868	436	04_BALF
PB2	1869	442	04_BALF
PB2	1870	443	04_BALF
PB2	1871	451	04_BALF
PB2	1872	453	04_BALF
PB2	1873	457	04_BALF
PB2	1874	471	04_BALF
PB2	1875	471	04_BALF
PB2	1876	472	04_BALF
PB2	1877	469	04_BALF
PB2	1878	457	04_BALF
PB2	1879	464	04_BALF
PB2	1880	459	04_BALF
PB2	1881	463	04_BALF
PB2	1882	462	04_BALF
PB2	1883	443	04_BALF
PB2	1884	460	04_BALF
PB2	1885	464	04_BALF
PB2	1886	471	04_BALF
PB2	1887	473	04_BALF
PB2	1888	457	04_BALF
PB2	1889	454	04_BALF
PB2	1890	447	04_BALF
PB2	1891	455	04_BALF
PB2	1892	452	04_BALF
PB2	1893	433	04_BALF
PB2	1894	429	04_BALF
PB2	1895	423	04_BALF
PB2	1896	419	04_BALF
PB2	1897	419	04_BALF
PB2	1898	417	04_BALF
PB2	1899	417	04_BALF
PB2	1900	416	04_BALF
PB2	1901	397	04_BALF
PB2	1902	395	04_BALF
PB2	1903	394	04_BALF
PB2	1904	399	04_BALF
PB2	1905	396	04_BALF
PB2	1906	398	04_BALF
PB2	1907	395	04_BALF
PB2	1908	394	04_BALF
PB2	1909	395	04_BALF
PB2	1910	396	04_BALF
PB2	1911	398	04_BALF
PB2	1912	398	04_BALF
PB2	1913	395	04_BALF
PB2	1914	396	04_BALF
PB2	1915	396	04_BALF
PB2	1916	406	04_BALF
PB2	1917	408	04_BALF
PB2	1918	405	04_BALF
PB2	1919	383	04_BALF
PB2	1920	379	04_BALF
PB2	1921	378	04_BALF
PB2	1922	379	04_BALF
PB2	1923	386	04_BALF
PB2	1924	387	04_BALF
PB2	1925	399	04_BALF
PB2	1926	411	04_BALF
PB2	1927	411	04_BALF
PB2	1928	411	04_BALF
PB2	1929	411	04_BALF
PB2	1930	420	04_BALF
PB2	1931	423	04_BALF
PB2	1932	419	04_BALF
PB2	1933	415	04_BALF
PB2	1934	403	04_BALF
PB2	1935	412	04_BALF
PB2	1936	417	04_BALF
PB2	1937	419	04_BALF
PB2	1938	423	04_BALF
PB2	1939	417	04_BALF
PB2	1940	418	04_BALF
PB2	1941	421	04_BALF
PB2	1942	422	04_BALF
PB2	1943	422	04_BALF
PB2	1944	425	04_BALF
PB2	1945	427	04_BALF
PB2	1946	418	04_BALF
PB2	1947	417	04_BALF
PB2	1948	413	04_BALF
PB2	1949	412	04_BALF
PB2	1950	406	04_BALF
PB2	1951	405	04_BALF
PB2	1952	403	04_BALF
PB2	1953	401	04_BALF
PB2	1954	400	04_BALF
PB2	1955	404	04_BALF
PB2	1956	407	04_BALF
PB2	1957	404	04_BALF
PB2	1958	421	04_BALF
PB2	1959	420	04_BALF
PB2	1960	419	04_BALF
PB2	1961	418	04_BALF
PB2	1962	417	04_BALF
PB2	1963	427	04_BALF
PB2	1964	426	04_BALF
PB2	1965	431	04_BALF
PB2	1966	434	04_BALF
PB2	1967	425	04_BALF
PB2	1968	426	04_BALF
PB2	1969	432	04_BALF
PB2	1970	435	04_BALF
PB2	1971	437	04_BALF
PB2	1972	435	04_BALF
PB2	1973	436	04_BALF
PB2	1974	433	04_BALF
PB2	1975	432	04_BALF
PB2	1976	433	04_BALF
PB2	1977	444	04_BALF
PB2	1978	446	04_BALF
PB2	1979	445	04_BALF
PB2	1980	442	04_BALF
PB2	1981	446	04_BALF
PB2	1982	444	04_BALF
PB2	1983	443	04_BALF
PB2	1984	449	04_BALF
PB2	1985	450	04_BALF
PB2	1986	453	04_BALF
PB2	1987	465	04_BALF
PB2	1988	465	04_BALF
PB2	1989	465	04_BALF
PB2	1990	467	04_BALF
PB2	1991	475	04_BALF
PB2	1992	474	04_BALF
PB2	1993	466	04_BALF
PB2	1994	464	04_BALF
PB2	1995	465	04_BALF
PB2	1996	464	04_BALF
PB2	1997	466	04_BALF
PB2	1998	464	04_BALF
PB2	1999	466	04_BALF
PB2	2000	456	04_BALF
PB2	2001	456	04_BALF
PB2	2002	461	04_BALF
PB2	2003	462	04_BALF
PB2	2004	462	04_BALF
PB2	2005	461	04_BALF
PB2	2006	463	04_BALF
PB2	2007	464	04_BALF
PB2	2008	451	04_BALF
PB2	2009	449	04_BALF
PB2	2010	446	04_BALF
PB2	2011	449	04_BALF
PB2	2012	449	04_BALF
PB2	2013	448	04_BALF
PB2	2014	447	04_BALF
PB2	2015	450	04_BALF
PB2	2016	450	04_BALF
PB2	2017	454	04_BALF
PB2	2018	458	04_BALF
PB2	2019	456	04_BALF
PB2	2020	453	04_BALF
PB2	2021	448	04_BALF
PB2	2022	448	04_BALF
PB2	2023	444	04_BALF
PB2	2024	436	04_BALF
PB2	2025	429	04_BALF
PB2	2026	429	04_BALF
PB2	2027	430	04_BALF
PB2	2028	419	04_BALF
PB2	2029	419	04_BALF
PB2	2030	416	04_BALF
PB2	2031	417	04_BALF
PB2	2032	415	04_BALF
PB2	2033	419	04_BALF
PB2	2034	419	04_BALF
PB2	2035	405	04_BALF
PB2	2036	398	04_BALF
PB2	2037	397	04_BALF
PB2	2038	398	04_BALF
PB2	2039	414	04_BALF
PB2	2040	413	04_BALF
PB2	2041	413	04_BALF
PB2	2042	403	04_BALF
PB2	2043	403	04_BALF
PB2	2044	405	04_BALF
PB2	2045	408	04_BALF
PB2	2046	407	04_BALF
PB2	2047	406	04_BALF
PB2	2048	403	04_BALF
PB2	2049	404	04_BALF
PB2	2050	404	04_BALF
PB2	2051	405	04_BALF
PB2	2052	404	04_BALF
PB2	2053	409	04_BALF
PB2	2054	416	04_BALF
PB2	2055	415	04_BALF
PB2	2056	416	04_BALF
PB2	2057	414	04_BALF
PB2	2058	412	04_BALF
PB2	2059	412	04_BALF
PB2	2060	411	04_BALF
PB2	2061	412	04_BALF
PB2	2062	401	04_BALF
PB2	2063	401	04_BALF
PB2	2064	402	04_BALF
PB2	2065	406	04_BALF
PB2	2066	400	04_BALF
PB2	2067	398	04_BALF
PB2	2068	418	04_BALF
PB2	2069	419	04_BALF
PB2	2070	420	04_BALF
PB2	2071	419	04_BALF
PB2	2072	404	04_BALF
PB2	2073	406	04_BALF
PB2	2074	400	04_BALF
PB2	2075	398	04_BALF
PB2	2076	393	04_BALF
PB2	2077	368	04_BALF
PB2	2078	371	04_BALF
PB2	2079	368	04_BALF
PB2	2080	392	04_BALF
PB2	2081	388	04_BALF
PB2	2082	392	04_BALF
PB2	2083	392	04_BALF
PB2	2084	392	04_BALF
PB2	2085	392	04_BALF
PB2	2086	391	04_BALF
PB2	2087	392	04_BALF
PB2	2088	394	04_BALF
PB2	2089	394	04_BALF
PB2	2090	392	04_BALF
PB2	2091	391	04_BALF
PB2	2092	387	04_BALF
PB2	2093	385	04_BALF
PB2	2094	384	04_BALF
PB2	2095	377	04_BALF
PB2	2096	374	04_BALF
PB2	2097	374	04_BALF
PB2	2098	377	04_BALF
PB2	2099	380	04_BALF
PB2	2100	380	04_BALF
PB2	2101	380	04_BALF
PB2	2102	380	04_BALF
PB2	2103	381	04_BALF
PB2	2104	380	04_BALF
PB2	2105	380	04_BALF
PB2	2106	376	04_BALF
PB2	2107	375	04_BALF
PB2	2108	381	04_BALF
PB2	2109	385	04_BALF
PB2	2110	385	04_BALF
PB2	2111	383	04_BALF
PB2	2112	381	04_BALF
PB2	2113	378	04_BALF
PB2	2114	379	04_BALF
PB2	2115	378	04_BALF
PB2	2116	371	04_BALF
PB2	2117	369	04_BALF
PB2	2118	357	04_BALF
PB2	2119	371	04_BALF
PB2	2120	362	04_BALF
PB2	2121	365	04_BALF
PB2	2122	362	04_BALF
PB2	2123	343	04_BALF
PB2	2124	342	04_BALF
PB2	2125	337	04_BALF
PB2	2126	338	04_BALF
PB2	2127	336	04_BALF
PB2	2128	328	04_BALF
PB2	2129	341	04_BALF
PB2	2130	340	04_BALF
PB2	2131	340	04_BALF
PB2	2132	342	04_BALF
PB2	2133	339	04_BALF
PB2	2134	344	04_BALF
PB2	2135	339	04_BALF
PB2	2136	338	04_BALF
PB2	2137	337	04_BALF
PB2	2138	325	04_BALF
PB2	2139	332	04_BALF
PB2	2140	330	04_BALF
PB2	2141	330	04_BALF
PB2	2142	321	04_BALF
PB2	2143	333	04_BALF
PB2	2144	340	04_BALF
PB2	2145	340	04_BALF
PB2	2146	337	04_BALF
PB2	2147	335	04_BALF
PB2	2148	342	04_BALF
PB2	2149	342	04_BALF
PB2	2150	344	04_BALF
